id,summary
id117hr485,"<p><strong>Stronger Child Abuse Prevention and Treatment Act</strong></p> <p>This bill reauthorizes through FY2027 and revises the Child Abuse Prevention and Treatment Act and the Child Abuse Prevention and Treatment and Adoption Reform Act of 1978&nbsp;to expand&nbsp;services&nbsp;for preventing and treating child abuse. </p> <p>Specifically, the bill establishes requirements concerning collecting and exchanging&nbsp;data about child abuse and neglect. For instance, the bill requires the Department of Health and Human Services&nbsp;(HHS) to (1)&nbsp;establish uniform national standards for tracking and reporting child fatalities and near fatalities resulting from maltreatment, and (2)&nbsp;develop an electronic interstate data exchange system that allows states to share information from their child abuse and neglect registries with other states.</p> <p>The bill also addresses child abuse and neglect related to families&nbsp;impacted by&nbsp;substance use disorders, racial bias in the child protective services system, and child sexual abuse.</p> <p>Further, the bill revises the community-based grants program to emphasize access to effective services for diverse populations and to promote the development of statewide strategies to scale up family strengthening services.</p> <p>Finally, the bill requires HHS to examine unregulated custody transfers and make recommendations for preventing, identifying, and responding to such transfers.</p> <p> <p align=""left""></p></p> <p align=""left""></p> <p align=""left""></p> <p align=""left""></p> <p align=""left""></p> <p align=""left""></p> <p align=""left""></p> <p align=""left""></p>"
id117hr1319,"<p><b>American Rescue Plan Act of 2021</b></p> <p>This bill provides additional relief to address the continued impact of COVID-19 (i.e., coronavirus disease 2019) on the economy, public health, state and local governments, individuals, and businesses. </p> <p>Specifically, the bill provides funding for</p> <ul> <li>agriculture and nutrition programs, including the Supplemental Nutrition Assistance Program (SNAP, formerly known as the food stamp program);</li> <li> schools and institutions of higher education;</li> <li> child care and programs for older Americans and their families;</li> <li>COVID-19 vaccinations, testing, treatment, and prevention;</li> <li>mental health and substance-use disorder services;</li> <li>emergency rental assistance, homeowner assistance, and other housing programs; </li> <li>payments to state, local, tribal, and territorial governments for economic relief; </li> <li>multiemployer pension plans; </li> <li>small business assistance, including specific programs for restaurants and live venues; </li> <li>programs for health care workers, transportation workers, federal employees, veterans, and other targeted populations; </li> <li>international and humanitarian responses;</li> <li>tribal government services; </li> <li>scientific research and development; </li> <li>state, territorial, and tribal capital projects that enable work, education, and health monitoring in response to COVID-19; and </li> <li> health care providers in rural areas.</li> </ul> <p>The bill also includes provisions that</p> <ul> <li>extend unemployment benefits and related services; </li> <li>make up to $10,200 of 2020 unemployment compensation tax-free;</li> <li>make student loan forgiveness tax-free through 2025;</li> <li>provide a maximum recovery rebate of $1,400 per eligible individual;</li> <li>expand and otherwise modify certain tax credits, including the child tax credit and the earned income tax credit;</li> <li>provide premium assistance for certain health insurance coverage; and</li> <li>require coverage, without cost-sharing, of COVID-19 vaccines and treatment under Medicaid and the Children's Health Insurance Program (CHIP).</li> </ul>"
id117hr567,"<p><b>Trans-Sahara Counterterrorism Partnership Program Act of 2021</b></p> <p>This bill provides statutory authority for the Trans-Sahara Counterterrorism Partnership Program, an interagency program launched in 2005 to partner with countries in the Sahel and Maghreb regions of Africa to counter terrorism and violent extremism.</p> <p>The Department of State, in consultation with the Department of Defense and the U.S. Agency for International Development,&nbsp;shall establish the partnership program, which must coordinate all U.S. programs in North and West Africa related to various counterterrorism activities, such as building&nbsp;foreign-military capacity, enhancing border security, promoting youth employment, and supporting independent media to counter terrorist propaganda. </p> <p>The State Department must submit comprehensive, five-year strategies that include specified activities for the Sahel and Maghreb regions and for program counterterrorism efforts. Further, program activities must, among other things (1) be carried out in countries where there is an adequate level of partner country committment, and (2) have clearly defined outcomes and specific plans with indicators to regularly monitor and evaluate outcomes and impact. Such activities must also take into account the counterterrorism and development strategies of partner countries and align with such strategies to the extent possible.</p> <p>The State Department shall notify Congress before obligating funds&nbsp;for such programs, and must submit annual reports about program activities. </p>"
id117hr669,"<p><b>Restricting First Use of Nuclear Weapons Act of 2021</b></p> <p>This bill prohibits the use of federal funds to conduct a first-use nuclear strike unless Congress expressly authorizes such a strike pursuant to a declaration of war. A first-use nuclear strike is an attack using nuclear weapons against an enemy that did not first launch a nuclear strike against the United States, its territories, or its allies. </p>"
id117hr654,"<p><b>Drug-Free Communities Pandemic Relief Act</b></p> <p>This bill authorizes the Drug-Free Communities Support Program, subject to certain limitations, to waive matching funds requirements applicable to certain grants for reducing substance use among youth. Before waiving these requirements, the program must determine that a grantee is unable to raise funds because of the COVID-19 (i.e. coronavirus disease 2019) emergency.</p> <p>Currently, the Office of National Drug Control Policy administers this program, and community coalitions that receive the grants must match a specified percentage of the federal award amount with nonfederal funds, including in-kind contributions.</p>"
id117hr18,"<p><b>No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2021</b></p> <p>This bill modifies provisions relating to federal funding for, and health insurance coverage of, abortions.</p> <p>Specifically, the bill prohibits the use of federal funds for abortions or for health coverage that includes abortions. Such restrictions extend to the use of funds in the budget of the District of Columbia. Additionally, abortions may not be provided in a federal health care facility or by a federal employee. </p> <p>Historically, language has been included in annual appropriations bills for the Department of Health and Human Services (HHS) that prohibits the use of federal funds for abortions&#8212;such language is commonly referred to as the Hyde Amendment. Similar language is also frequently included in appropriations bills for other federal agencies and the District of Columbia. The bill makes these restrictions permanent and extends the restrictions to all federal funds (rather than specific agencies). </p> <p>The bill's restrictions regarding the use of federal funds do not apply in cases of rape, incest, or where a physical disorder, injury, or illness endangers a woman's life unless an abortion is performed. The Hyde Amendment provides the same exceptions.</p> <p>The bill also prohibits qualified health plans from including coverage for abortions. Currently, qualified health plans may cover abortion, but the portion of the premium attributable to abortion coverage is not eligible for subsidies.</p>"
id117hr369,<p><strong>Health Care Affordability Act of 2021</strong> </p> <p>This bill revises the tax credit for health care premium assistance to expand the eligibility of low-income taxpayers for such credit and&nbsp; reduce the cost of health care premiums. </p>
id117hr489,"<p><b>Protecting Rural Access to Care Act</b></p> <p>This bill limits the scope of guidance issued by the Centers for Medicare &amp; Medicaid Services (CMS) regarding the secondary road criteria for Medicare critical access hospitals (CAHs).</p> <p>Currently, in order to qualify as a CAH under Medicare, a hospital must either (1) be located more than 35 miles (15 miles in mountainous regions or areas with only secondary roads) from another hospital, or (2) have been certified prior to January 1, 2006, by the state as a necessary provider of services in the area. </p> <p>The CMS issued guidance on July 31, 2015, that provided more detail as to the differences between primary and secondary roads for purposes of CAH certification. The bill specifies that this guidance does not apply to CAHs that were certified prior to July 31, 2015, and that these CAHs are instead subject to the standards that were in place before the guidance was issued. Ongoing CAH certifications are also subject to pre-guidance standards until the CMS issues new guidance after a specified public comment period.</p>"
id117hr407,"<p><strong>Responsible Climate Action and American Competitiveness Act</strong></p> <p>This bill requires the President to notify Congress at least 30 days before submitting to the other parties of the Paris Agreement the climate change-related actions the United States will take. (The agreement refers to these planned actions as nationally determined contributions.)</p> <p>The notification to Congress must contain certain information including (1) a detailed economic justification of the planned actions, (2) a cost-benefit analysis of the actions, and (3) a description of how the actions will support U.S. efforts to counter the malign influence of the Chinese and Russian governments over energy supply chains.</p> <p>The Paris Agreement requires each party to periodically submit its planned actions for addressing climate change, such as a plan to reduce its greenhouse gas emissions by a certain level.</p>"
id117hr426,"<p><b>Protection of Women and Girls in Sports Act of 2021</b></p> <p>This bill makes it a violation of federal law for a recipient of federal funds who operates, sponsors, or facilitates athletic programs or activities to permit a person whose sex is male to participate in an athletic program or activity that is designated for women or girls.</p> <p>The bill specifies that sex shall be recognized based solely on a person's reproductive biology and genetics at birth.</p>"
id117hr621,"<p><b>Banning Operations and Leases with the Illegitimate Venezuelan Authoritarian Regime Act or the BOLIVAR Act</b></p> <p>This bill prohibits an executive agency from entering into a contract for the procurement of goods or services with any person that has business operations with the Maduro regime in Venezuela.</p> <p>The bill lists exceptions, including where vital to U.S. national security or as necessary for purposes of providing humanitarian assistance, disaster relief and other urgent lifesaving measures, or to carry out noncombatant evacuations.</p>"
id117hr717,"<p>This bill requires the President to provide Congress with certain information at least 30 days before issuing an executive order related to immigration policy.</p> <p>Before issuing an immigration-related executive order, the President shall provide Congress with (1) the executive order text, (2) a list of the federal laws affected, (3) information about how the President is working within the parameters of federal law and the Constitution, (4) information about how the executive order will be accomplished, and (5) a list of all the individuals and entities that the President engaged with before issuing the order.<br> </p>"
id117hr693,"<p><b>San Gabriel Mountains Foothills and Rivers Protection Act</b></p> <p>This bill establishes the San Gabriel National Recreation Area in California as a unit of the National Park System, consisting of 49,387 acres of federal lands and interests in land.</p> <p>The Department of the Interior must (1)&nbsp;cooperate with the Department of Defense (DOD) to develop opportunities for the management of the federal lands under DOD jurisdiction that are included within the recreation area, (2) create a comprehensive management plan for the recreation area, and (3) develop an integrated visitor services plan for the recreation area.</p> <p>The bill establishes (1) the San Gabriel National Recreation Area Public Advisory Council to advise Interior on the development and implementation of the management plan and the visitor services plan, and (2) the San Gabriel National Recreation Area Partnership to coordinate activities of governmental and private entities in advancing the purposes of this bill and to improve management and recreational opportunities within the recreation area.</p> <p>The Department of Agriculture must modify the boundaries of the San Gabriel Mountains National Monument in California to include 109,167 acres of additional, identified National Forest System lands and administer those lands as part of the monument. </p> <p>The bill designates&nbsp;(1)&nbsp;specified areas as components of the National Wilderness Preservation System, and (2)</s> specified river and creek segments as components of the National Wild and Scenic Rivers System.</p>"
id117hr645,"<p><b>School Security Enhancement Act</b></p> <p>This bill allows local educational agencies to use specified portions of&nbsp;Student Support and Academic Enrichment grants for planning and designing school buildings and facilities, installing infrastructure, and implementing other measures to strengthen security on school premises. </p> <p>Further, the bill prohibits the use of these grant funds for the provision of a firearm or training in the use of a firearm.</p>"
id117hr665,"<p><b>Retirement Forfeiture for Members of Congress Turned Foreign Lobbyists Act</b></p> <p>This bill prohibits a former Member of Congress or former senior congressional employee who is a registered lobbyist representing a foreign principal from being eligible for</p> <ul> <li>the Civil Service Retirement System or the Federal Employees Retirement System, including the Thrift Savings Plan; </li> <li>the Federal Employees Health Benefits Program; or </li> <li>the Federal Employees' Group Life Insurance Program. </li></ul>"
id117hr514,"<p><b>Preserve American History Act</b></p> <p>This bill provides statutory authority for a November 2, 2020, executive order establishing the President's Advisory 1776 Commission to promote the history and principles of the founding of the United States.</p>"
id117hr533,"<p><b>Stop COVID-19 Test Surprise Medical Bills Act of 2021</b></p> <p>This bill modifies provisions requiring health insurance plans to cover COVID-19 (i.e., coronavirus disease 2019) diagnostic testing services at no cost, without prior authorization, and without medical management requirements. The bill specifies that a plan may not make determinations about the circumstances surrounding individuals' tests, such as why they sought testing or whether they showed symptoms of COVID-19. The bill also specifies that plans may encourage individuals to obtain tests from lower priced providers as long as such efforts do not delay, or impede access to, testing.<br> <br> The bill also requires the Department of Health and Human Services (HHS) to survey and report on the cash prices of testing services and the compliance of providers with the requirement to publish such prices.</p> <p>Additionally, HHS, jointly with the Department of the Treasury and the Department of Labor, must issue guidance clarifying the process for submitting claims for testing services.</p>"
id117hr368,"<p><b>Protecting Vice Presidents Act</b></p> <p>This bill provides lifetime Secret Service protection to former Vice Presidents, their spouses, and their children under 16. Current law provides for six months of protection after a Vice President leaves office.</p> <p>The bill terminates the protection of a spouse in the event of remarriage.</p>"
id117hr701,"<p><strong>Unfunded Mandates Accountability </strong><b>and Transparency</b> <strong>Act</strong></p> <p>This bill revises rulemaking requirements with respect to unfunded mandates.</p> <p>Specifically, the bill requires federal agencies to prepare and publish in the Federal Register an initial and final regulatory impact analysis prior to promulgating any proposed or final major rule. The analysis must include regulatory alternatives to the rule.</p> <p><i>Major rule </i>means a rule that the Office of Information and Regulatory Affairs determines is likely to cause</p> <ul> <li>an annual effect on the economy of $100 million or more;</li> <li> a major increase in costs or prices for consumers, individual industries, federal, state, local, or tribal government agencies, or geographic regions; or</li> <li>significant adverse effects on competition, employment, investment, productivity, innovation, public health and safety, or the ability of U.S.-based enterprises to compete with foreign-based enterprises in domestic and export markets.</li> </ul> <p>Before promulgating any proposed or final major rule, an agency shall select the regulatory alternative that maximizes net benefits, taking into consideration only the costs and benefits that arise within the scope of the statutory provision that authorizes the rulemaking, with exceptions.</p> <p>The bill prohibits Congress from considering a bill that increases private sector costs more than a certain amount unless certain conditions are met.</p>"
id117hr686,"<p><b>Security Clearance Review Act</b></p> <p>This bill imposes security-related requirements with respect to political appointees in the Executive Office of the President.</p> <p>Under this bill, such a political appointee (1) may be employed in the office only if the appointment is clearly consistent with national security; and (2) may not have a security clearance or access to classified information unless the Federal Bureau of Investigation (FBI) grants such clearance or access, unless the President nullifies the FBI's decision to deny clearance or access.</p> <p>If the President nullifies the FBI's decision to deny clearance or access to such an appointee, the President must report to Congress within 30 days explaining the reasons for the nullification.</p>"
id117hr1,"<p><b>For the People Act of 2021</b></p> <p class=""MsoNormal"">This bill addresses voter access, election integrity and security, campaign finance, and ethics for the three branches of government. </p> <p class=""MsoNormal"">Specifically, the bill expands voter registration (e.g., automatic and same-day registration) and voting access (e.g., vote-by-mail and early voting). It also limits removing voters from voter rolls.</p> <p class=""MsoNormal"">The bill requires states to establish independent redistricting commissions to carry out congressional redistricting.</p> <p class=""MsoNormal"">Additionally, the bill sets forth provisions related to election security, including sharing intelligence information with state election officials, supporting states in securing their election systems, developing a national strategy to protect U.S. democratic institutions, establishing in the legislative branch the National Commission to Protect United States Democratic Institutions, and other provisions to improve the cybersecurity of election systems.</p> <p class=""MsoNormal"">Further, the bill addresses campaign finance, including by expanding the prohibition on campaign spending by foreign nationals, requiring additional disclosure of campaign-related fundraising and spending, requiring additional disclaimers regarding certain political advertising, and establishing an alternative campaign funding system for certain federal offices. </p> <p class=""MsoNormal"">The bill addresses ethics in all three branches of government, including by requiring a code of conduct for Supreme Court Justices, prohibiting Members of the House from serving on the board of a for-profit entity, and establishing additional conflict-of-interest and ethics provisions for federal employees and the White House.</p> <p class=""MsoNormal"">The bill requires the President, the Vice President, and certain candidates for those offices to disclose 10 years of tax returns.</p>"
id117hr713,"<p>This bill requires the President to provide Congress with certain information at least 30 days before issuing an executive order related to agriculture, food, and the livelihood of farmers, ranchers, and producers in the United States.</p> <p>Before issuing such an order, the President shall provide Congress with (1) the executive order text, (2) a list of the federal laws affected, (3) information about how the President is working within the parameters of federal law and the Constitution, (4) information about how the executive order will be accomplished, and (5) a list of all the individuals and entities that the President engaged with before issuing the order.</p>"
id117hr483,"<p><b>Heroes Lesley Zerebny and Gilbert Vega First Responders Survivors Support Act of 2021</b></p> <p>This bill makes changes to benefits under the Public Safety Officers' Benefits (PSOB) program. The PSOB program provides death, disability, and education benefits to public safety officers and survivors of public safety officers who are killed or permanently disabled in the line of duty.</p> <p>Specifically, the bill modifies the program to (1) increase the death and disability benefit, (2) revise the date of determination for the amount of the death and disability benefit, and (3) increase the monthly education assistance benefit and otherwise revise the computation method for such benefit.</p> <p>The bill also directs the Government Accountability Office to examine and identify ways to improve access to benefits and the processing of claims under the program. </p>"
id117hr155,<p><b>Providing Officer Licensing to Increase Confidence for Everyone Act or the POLICE Act</b></p> <p>This bill establishes licensing requirements for law enforcement officers. </p> <p>The Department of Justice must issue licensing standards based on law enforcement best practices. </p> <p>Federal law enforcement officers must be licensed in accordance with such standards and take continuing education classes to maintain their license.</p> <p>States must have in effect a similar licensing system and continuing education program to receive a full allocation of funds under the Edward Byrne Memorial Justice Assistance Grant program.<br> </p>
id117hr507,"<p><strong>Innovative Energy Manufacturing Act of 2021</strong></p> <p>This bill provides for additional annual&nbsp;allocations,&nbsp;in 2022 through 2026, of the qualifying advanced energy project tax credit. A <i>qualifying advanced energy project</i> is a project that reequips, expands, or establishes a manufacturing facility for the production of energy from alternative sources, including solar, wind, or other renewable resources. </p> <p>The Department of the Treasury must report to Congress by the end of 2027 on domestic job creation attributable to the&nbsp;credit allocations made by this bill.</p>"
id117hr505,"<p><strong>Native American Education Opportunity Act</strong></p> <p>This bill addresses education savings account programs and charter schools for tribal students. </p> <p>Specifically, the bill requires the Department of Education and the Department of the Interior, at the request of federally recognized Indian tribes, to&nbsp;provide funds to tribes for tribal-based education savings account programs. Tribes must use these funds to award grants to education savings accounts for students who (1)&nbsp;attended or will be eligible to attend a school operated by the Bureau of Indian Education (BIE); or (2) will not be attending a school operated by the BIE, receiving an education savings account from another tribe, or attending public elementary or secondary school while participating in the program.</p> <p>Funds may be used for items and activities such as costs of attendance at private schools, private tutoring and online learning programs, textbooks, educational software, or examination fees. </p> <p>The Government Accountability Office must review the implementation of these education savings account programs, including any factors impacting increased participation in such programs.</p> <p>Additionally, the bill authorizes the BIE to approve and fund charter schools at any school that it operates or funds.</p>"
id117hr820,"<p><b>New Philadelphia National Historical Park Act</b></p> <p>This bill establishes the New Philadelphia Historical Park in Illinois as a unit of the National Park System to coordinate (1) the preservation, protection, and interpretation efforts of the park by the federal government, Illinois, units of local government, and private and nonprofit organizations; and (2) appropriate management options necessary to ensure the protection, preservation, and interpretation of the many significant aspects of the park.</p> <p>The Department of the Interior may acquire for inclusion in the park any land (including interests in land), buildings, or structures by donation, transfer, exchange, or purchase from a willing seller.</p> <p>Interior shall complete a general management plan for the park. </p> <p> Interior may not use eminent domain or condemnation in carrying out this bill.</p>"
id117hr524,"<p><b>Restore America's Main Street Act</b> <b>of 2021</b></p> <p>This bill provides a small business with $1.5 million or less in gross receipts and not more than 50 full-time employees a refundable tax credit (rebate) equal to the lesser of 30% of its gross receipts for the first taxable year beginning in 2021, or $120,000. The credit is also available to certain charitable organizations.</p>"
id117hr480,"<p><b>Medicare Economic Security Solutions Act</b></p> <p>This bill modifies provisions relating to enrollment periods for Medicare medical services. </p> <p>Among other things, the bill establishes a late enrollment penalty of 15% of monthly premiums and applies the penalty for a period equal to twice the number of months in each 12-month period during which the individual was not enrolled. Currently, the late enrollment penalty is 10% of monthly premiums for each 12-month period during which the individual was not enrolled, and the penalty continues to apply for as long as the individual is enrolled in Medicare medical services.</p> <p>The bill also expands the special enrollment periods to individuals who have health insurance coverage other than through their employer.</p>"
id117hr469,"<p><b>Comprehensive Breast Reconstruction Act of </b><b>2021</b></p> <p>This bill provides for Medicare, Medicaid, and private health insurance coverage of certain tattooing services in connection with post-mastectomy breast reconstruction, and aligns the scope of Medicare and Medicaid coverage of such breast reconstruction with that of private health insurance. </p> <p>Specifically, the bill provides for coverage of reconstructive tattooing services that are performed by a health care practitioner or state-licensed tattoo artist pursuant to a physician prescription, and expands Medicare and Medicaid coverage to include all stages of reconstruction, surgery to produce a symmetrical appearance, and prostheses and physical complications of mastectomies (e.g., lymphedemas).</p>"
id117hr549,"<p><b>STOP Bullying Act</b></p> <p>This bill requires the Department of Education to make grants for each state to establish a task force to study, address, and reduce bullying in elementary and secondary schools.</p>"
id117hr555,"<p><b>Protecting the Dignity of Unborn Children Act of 2021</b></p> <p>This bill establishes a new criminal offense for recklessly disposing of or abandoning fetal remains in a landfill or in any navigable waters of the United States.</p> <p>The term <i>fetal remains</i> means any part (except a cremated part) of a deceased human fetus following an abortion.</p> <p>A violator is subject to a fine, up to three years in prison, or both.</p>"
id117hr475,"<p><b>Health Care Fairness for Military Families Act of 2021</b></p> <p>This bill modifies the extension of dependent coverage under TRICARE by allowing a dependent under the age of 26 to be covered without an additional premium. Additionally, the bill authorizes such coverage of dependents without a premium regardless of whether they are eligible to enroll in an employer sponsored plan.</p>"
id117hr574,"<p><b>Earned Income and Child Tax Credits Outreach Act of 2021</b></p> <p>This bill directs the Department of the Treasury, not later than March 1, 2021, to carry out a public outreach program to inform certain individual taxpayers of their potential eligibility for the earned income and child tax credits. </p> <p>The Inspector General for Tax Administration of Treasury must study the outreach program and make recommendations for improving it. </p>"
id117hr746,"<p><b>Ensuring Survivor Benefits during COVID-19 Act of 2021</b></p> <p>This bill requires the Department of Veterans Affairs to get a medical opinion to determine if a service-connected disability was the principal or contributory cause of death in situations where a veteran's death certificate identifies COVID-19 (i.e., coronavirus disease 2019) as the principal or contributory cause of death, the certificate does not clearly identify any of the veteran's service-connected disabilities as the principal or contributory cause of death, and a claim for dependency and indemnity compensation is filed with respect to the veteran.</p>"
id117hr59,"<p><b>Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act</b></p> <p>This bill revises provisions related to fishery management activities and otherwise sets forth new requirements related to fisheries.</p> <p>The National Oceanic and Atmospheric Administration (NOAA) must publish every three years a plan to conduct stock assessments for any species subject to a fishery management plan. NOAA must also develop a plan for implementing cooperative research with fisherman and outside groups.</p> <p>The bill provides authority for fishery management councils to (1) use alternative fishery management measures in a recreational fishery (or the recreational component of a mixed-use fishery), (2) consider changes in an ecosystem and the economic needs of the fishing communities when establishing annual catch limits, and (3) base fishery stock rebuilding time frames on science given the biology and characteristics of such stock.</p> <p>The bill also prohibits feeding sharks in federal waters off the coast of Florida and sets forth requirements under which a state may encourage the elimination of lionfish.</p>"
id117hr502,"<p><b>Medicare Dental Benefit Act of </b><b>2021</b></p> <p>This bill provides for Medicare coverage of dental and oral health services, including routine diagnostic and preventive services, basic and major dental services, and emergency care; dental prostheses are also covered. Currently, such services are excluded from Medicare coverage.</p>"
id117hr573,<p><b>Family Poverty is Not Child Neglect Act</b></p> <p>This bill requires states receiving grants for child protective services systems to ensure that such systems are not used to separate a child from the child's parent for reasons of poverty. </p>
id117hr132,"<p> <p><b>Federal Prison Bureau Nonviolent Offender Relief Act of 2021</b></p> <p>This bill establishes a new early release option for certain federal prisoners. </p> <p>Specifically, the Bureau of Prisons must release early an offender who has completed at least half of his or her sentence if such offender has attained age 45, committed no violent offenses, and received no institutional disciplinary violations."
id117hr523,<p><b>Community Health Center Mental Health Screening Act</b></p> <p>This bill authorizes the Department of Health and Human Services to award grants for mental and behavioral health screenings and mental health services to federally qualified health centers.</p>
id117hr576,"<p><strong>Next Generation Votes Act</strong></p> <p>This bill prohibits a state from refusing to accept an individual's application to register to vote in federal elections on the grounds that the individual is under 18 years of age, so long as the individual is at least 16 years of age.</p>"
id117hr540,"<p><b>Child Care Workforce and Facilities Act of 2021</b><br> <br> This bill requires the Department of Health and Human Services to provide states and tribal entities with grants to increase access to licensed child care services.<br> <br> The grants may be used to develop and expand the child care workforce or child care facilities in locations with insufficient available child care. Specifically, grants cover 50% of the cost of programs to support the education and training of caregivers or projects to build, expand, or renovate child care facilities in these areas.</p>"
id117hr525,"<p><b>COVID HCBS Relief Act of </b><b>2021</b></p> <p>This bill temporarily increases the applicable Federal Medical Assistance Percentage (i.e., federal matching rate) under Medicaid for certain approved home- and community-based services that are provided between October 1, 2020, and September 30, 2022. </p> <p>As a condition for receiving the increased rate, a state must agree to undertake activities to improve the delivery of such services during and after the public health emergency relating to COVID-19 (i.e., coronavirus disease 2019), such as by providing additional benefits to home health workers and by helping individuals who were relocated to nursing facilities during the emergency move back to their homes.</p>"
id117hr566,"<p> This bill provides for a grant to establish and operate a national hotline that makes available assistance and information services 24 hours a day to victims of child abuse or neglect, their families, caregivers, and individuals required by law to report suspected child abuse or neglect. The Department of Health and Human Services may award the grant to a nonprofit entity and must prioritize grant applicants with experience operating a hotline and providing such assistance and support.</p>"
id117hr478,"<p><b>Blackwater Trading Post Land Transfer Act</b></p> <p>This bill directs the Department of the Interior to take the approximately 55.3 acres of land of the Blackwater Trading Post in Pinal County, Arizona, into trust for the benefit of the Gila River Indian Community, if the community conveys to Interior all of its interest in the land. The land is made part of the community's reservation. </p> <p>Further, the bill prohibits gaming on the land taken into trust. </p>"
id117hr477,"<p><b>Ally's Act<br> </b><br> This bill requires private health insurance plans to cover certain hearing devices and systems (e.g., bone-anchored auditory implants) and related items and services. The bill also imposes limits on cost sharing.</p>"
id117hr755,"<p><b>Right to Earn a Living Act of 2021</b></p>  <p>This bill requires a state or local government, to be eligible to receive future payments from the Coronavirus Relief Fund, to certify that it will not limit the operation, hours, or occupancy of small businesses without the state or local government taking legislative action.</p>"
id117hr743,"<p>This bill directs the U.S. Postal Service to include all of Eastvale, California, in ZIP Code 92880.</p>"
id117hr760,"<p><b>Securing Our Borders and Wilderness Act</b></p> <p>This bill allows U.S. Customs and Border Protection to conduct the following activities within a wilderness area for the purpose of securing the international land borders of the United States:</p> <ul> <li> access structures, installations, and roads; </li> <li>execute search and rescue operations;</li> <li>use motor vehicles, motorboats, and motorized equipment;</li> <li>conduct patrols on foot and on horseback;</li> <li>use aircraft;</li> <li>deploy tactical infrastructure and technology; or</li> <li>construct and maintain roads and physical barriers. </li> </ul> <p>Any such activity shall be carried out in a manner that protects the wilderness character of the area. </p>"
id117hr398,"<p><b>No Asylum for Criminals Act of 2021</b></p> <p>This bill bars an individual who has been convicted of a crime from receiving asylum, with limited exceptions. Specifically, the Department of Homeland Security may designate political offenses committed outside of the United States that shall not be considered a crime for this purpose.</p> <p>Currently, an individual shall be barred from receiving asylum for only certain types of criminal convictions, such as if the individual is convicted for (1) an aggravated felony, or (2) a particularly serious crime and as a result deemed a danger to the United States. </p>"
id117hr788,<p>This bill extends through FY2036 the authority of the Department of the Interior to make any grants or provide any assistance for the Augusta Canal National Heritage Area in Georgia. </p>
id117hr817,"<p>This bill extends the Cape Cod National Seashore Advisory Commission through September 25, 2028. </p>"
id117hr789,"<p><b>Aid and Attendance Support Act</b> </p> <p>This bill increases the amount of specified Department of Veterans Affairs benefit payments for veterans (or their survivors) who require aid at home or are in nursing homes. Specifically, the bill increases such benefits by 25% until 60 days after the end of the declared emergency period resulting from COVID-19 (i.e., coronavirus disease 2019).</p>"
id117hr810,"<p> This bill directs the Department of the Interior to conduct a study on feasibility of designating as a national historic trail the Chief Standing Bear Trail extending 550 miles from Niobrara, Nebraska, to Ponca City, Oklahoma, which follows the route taken by Chief Standing Bear and the Ponca people during federal Indian removal, and 550 miles from Ponca City through Omaha to Niobrara, Nebraska, which follows the return route taken by Chief Standing Bear and the Ponca people.</p>"
id117hr583,"<p><b>Green Bus Tax Credit Act of 2021</b></p> <p>This bill allows a manufacturer a zero-emission bus tax credit through 2026.</p> <p>The credit is equal to 10% of the sales price of a zero-emission bus. The credit only applies to the first $1 million of a vehicle's sales price and to buses used primarily in the United States and its possessions.</p> <p>The bill defines <i>zero-emission bus</i> as a motor vehicle that has a gross vehicle weight rating of not less than 14,000 pounds, is not powered or charged by an internal combustion engine, is propelled solely by an electric motor that draws electricity from a battery or fuel cell, and is designed to carry 15 or more passengers.</p>"
id117hr589,"<p><b>American Election Security Act</b></p> <p>This bill prohibits the use of voting systems in federal elections that (1) have hardware and software components that are not manufactured and maintained in the United States, or (2) are produced by a foreign entity.</p>"
id117hr752,"<p>This bill provides statutory authority for provisions of the executive order titled <i>Ethics Commitments by Executive Branch Appointees</i>, which was issued on January 28, 2017, and was revoked on January 20, 2021, by President Donald J. Trump. The order required political appointees in the executive branch to sign an ethics pledge that restricted lobbying and related activities during and after government employment, including a prohibition on appointees lobbying their former agencies for five years post-employment.</p> <p>On January 20, 2021, President Joseph R. Biden, Jr. issued a new executive order titled <i>Ethics Commitments by Executive Branch Personnel</i>, which requires appointees to sign an ethics pledge with both similar and different provisions. Among other differences, the order's pledge restricts appointees from accepting cash payments or non-cash benefits from former employers that are contingent on government employment (also known as <i>golden parachutes</i>).</p>"
id117hr843,<p>This bill raises the borrowing limit of the Commodity Credit Corporation from $30 billion to $68 billion.</p>
id117hr586,"<p><b>Suicide Training and Awareness Nationally Delivered for Universal Prevention Act of 20</b><b>21 or the STANDUP Act of 2021</b></p> <p>This bill requires state, tribal, and local educational agencies that receive grant funding for priority mental-health needs, including through the Project AWARE State Education Agency Grant Program, to establish and implement evidence-based suicide awareness and prevention training policies. In addition, the Substance Abuse and Mental Health Services Administration, in coordination with the Department of Education and Bureau of Indian Education, must provide educational agencies with best practices for these trainings.</p>"
id117hr704,"<p><b>Artistic Recognition for Talented Students Act or the ARTS Act</b></p> <p>This bill directs the Copyright Office to waive various copyright registration-related fees for works that win certain competitions sponsored by the Congressional Institute or established by Congress. To qualify for the fee waiver, the copyright registration application must be filed within a specified time frame, but the Copyright Office may waive fees for a qualifying work even if the application is filed outside the time frame.</p>"
